country,date,total_cases,total_deaths,death_percentage
China,2025-10-31,99381761,122398,0.123
China,2025-11-01,99381761,122398,0.123
China,2025-11-02,99381761,122398,0.123
China,2025-11-03,99381761,122398,0.123
China,2025-11-04,99381761,122398,0.123
China,2025-11-05,99381761,122398,0.123
China,2025-11-06,99381761,122398,0.123
China,2025-11-07,99381761,122398,0.123
China,2025-11-08,99381761,122398,0.123
China,2025-11-09,99381761,122398,0.123
China,2025-11-10,99381761,122398,0.123
China,2025-11-11,99381761,122398,0.123
China,2025-11-12,99381761,122398,0.123
China,2025-11-13,99381761,122398,0.123
China,2025-11-14,99381761,122398,0.123
China,2025-11-15,99381761,122398,0.123
China,2025-11-16,99381761,122398,0.123
China,2025-11-17,99381761,122398,0.123
China,2025-11-18,99381761,122398,0.123
China,2025-11-19,99381761,122398,0.123
China,2025-11-20,99381761,122398,0.123
China,2025-11-21,99381761,122398,0.123
China,2025-11-22,99381761,122398,0.123
China,2025-11-23,99381761,122398,0.123
China,2025-11-24,99381761,122398,0.123
China,2025-11-25,99381761,122398,0.123
China,2025-11-26,99381761,122398,0.123
China,2025-11-27,99381761,122398,0.123
China,2025-11-28,99381761,122398,0.123
China,2025-11-29,99381761,122398,0.123
China,2025-11-30,99381761,122398,0.123
China,2025-12-01,99381761,122398,0.123
China,2025-12-02,99381761,122398,0.123
China,2025-12-03,99381761,122398,0.123
China,2025-12-04,99381761,122398,0.123
China,2025-12-05,99381761,122398,0.123
China,2025-12-06,99381761,122398,0.123
China,2025-12-07,99381761,122398,0.123
China,2025-12-08,99381761,122398,0.123
China,2025-12-09,99381761,122398,0.123
China,2025-12-10,99381761,122398,0.123
China,2025-12-11,99381761,122398,0.123
China,2025-12-12,99381761,122398,0.123
China,2025-12-13,99381761,122398,0.123
China,2025-12-14,99381761,122398,0.123
China,2025-12-15,99381761,122398,0.123
China,2025-12-16,99381761,122398,0.123
China,2025-12-17,99381761,122398,0.123
China,2025-12-18,99381761,122398,0.123
China,2025-12-19,99381761,122398,0.123
China,2025-12-20,99381761,122398,0.123
China,2025-12-21,99381761,122398,0.123
China,2025-12-22,99381761,122398,0.123
China,2025-12-23,99381761,122398,0.123
China,2025-12-24,99381761,122398,0.123
China,2025-12-25,99381761,122398,0.123
China,2025-12-26,99381761,122398,0.123
China,2025-12-27,99381761,122398,0.123
China,2025-12-28,99381761,122398,0.123
China,2025-12-29,99381761,122398,0.123
China,2025-12-30,99381761,122398,0.123
China,2025-12-31,99381761,122398,0.123
China,2026-01-01,99381761,122398,0.123
China,2026-01-02,99381761,122398,0.123
China,2026-01-03,99381761,122398,0.123
China,2026-01-04,99381761,122398,0.123
China,2026-01-05,99381761,122398,0.123
China,2026-01-06,99381761,122398,0.123
China,2026-01-07,99381761,122398,0.123
China,2026-01-08,99381761,122398,0.123
China,2026-01-09,99381761,122398,0.123
China,2026-01-10,99381761,122398,0.123
China,2026-01-11,99381761,122398,0.123
China,2026-01-12,99381761,122398,0.123
China,2026-01-13,99381761,122398,0.123
China,2026-01-14,99381761,122398,0.123
China,2026-01-15,99381761,122398,0.123
China,2026-01-16,99381761,122398,0.123
China,2026-01-17,99381761,122398,0.123
China,2026-01-18,99381761,122398,0.123
China,2026-01-19,99381761,122398,0.123
China,2026-01-20,99381761,122398,0.123
China,2026-01-21,99381761,122398,0.123
China,2026-01-22,99381761,122398,0.123
China,2026-01-23,99381761,122398,0.123
China,2026-01-24,99381761,122398,0.123
China,2026-01-25,99381761,122398,0.123
China,2026-01-26,99381761,122398,0.123
China,2026-01-27,99381761,122398,0.123
China,2026-01-28,99381761,122398,0.123
China,2026-01-29,99381761,122398,0.123
China,2026-01-30,99381761,122398,0.123
China,2026-01-31,99381761,122398,0.123
China,2026-02-01,99381761,122398,0.123
China,2026-02-02,99381761,122398,0.123
China,2026-02-03,99381761,122398,0.123
China,2026-02-04,99381761,122398,0.123
China,2026-02-05,99381761,122398,0.123
China,2026-02-06,99381761,122398,0.123
China,2026-02-07,99381761,122398,0.123
China,2026-02-08,99381761,122398,0.123
China,2026-02-09,99381761,122398,0.123
China,2026-02-10,99381761,122398,0.123
China,2026-02-11,99381761,122398,0.123
China,2026-02-12,99381761,122398,0.123
China,2026-02-13,99381761,122398,0.123
China,2026-02-14,99381761,122398,0.123
China,2026-02-15,99381761,122398,0.123
China,2026-02-16,99381761,122398,0.123
China,2026-02-17,99381761,122398,0.123
China,2026-02-18,99381761,122398,0.123
China,2026-02-19,99381761,122398,0.123
China,2026-02-20,99381761,122398,0.123
China,2026-02-21,99381761,122398,0.123
China,2026-02-22,99381761,122398,0.123
China,2026-02-23,99381761,122398,0.123
China,2026-02-24,99381761,122398,0.123
China,2026-02-25,99381761,122398,0.123
China,2026-02-26,99381761,122398,0.123
China,2026-02-27,99381761,122398,0.123
China,2026-02-28,99381761,122398,0.123
China,2026-03-01,99381761,122398,0.123
China,2026-03-02,99381761,122398,0.123
China,2026-03-03,99381761,122398,0.123
China,2026-03-04,99381761,122398,0.123
China,2026-03-05,99381761,122398,0.123
China,2026-03-06,99381761,122398,0.123
China,2026-03-07,99381761,122398,0.123
China,2026-03-08,99381761,122398,0.123
China,2026-03-09,99381761,122398,0.123
China,2026-03-10,99381761,122398,0.123
China,2026-03-11,99381761,122398,0.123
China,2026-03-12,99381761,122398,0.123
China,2026-03-13,99381761,122398,0.123
China,2026-03-14,99381761,122398,0.123
China,2026-03-15,99381761,122398,0.123
China,2026-03-16,99381761,122398,0.123
China,2026-03-17,99381761,122398,0.123
China,2026-03-18,99381761,122398,0.123
China,2026-03-19,99381761,122398,0.123
China,2026-03-20,99381761,122398,0.123
China,2026-03-21,99381761,122398,0.123
China,2026-03-22,99381761,122398,0.123
China,2026-03-23,99381761,122398,0.123
China,2026-03-24,99381761,122398,0.123
China,2026-03-25,99381761,122398,0.123
China,2026-03-26,99381761,122398,0.123
China,2026-03-27,99381761,122398,0.123
China,2026-03-28,99381761,122398,0.123
China,2026-03-29,99381761,122398,0.123
China,2026-03-30,99381761,122398,0.123
China,2026-03-31,99381761,122398,0.123
China,2026-04-01,99381761,122398,0.123
China,2026-04-02,99381761,122398,0.123
China,2026-04-03,99381761,122398,0.123
China,2026-04-04,99381761,122398,0.123
China,2026-04-05,99381761,122398,0.123
China,2026-04-06,99381761,122398,0.123
China,2026-04-07,99381761,122398,0.123
China,2026-04-08,99381761,122398,0.123
China,2026-04-09,99381761,122398,0.123
China,2026-04-10,99381761,122398,0.123
China,2026-04-11,99381761,122398,0.123
China,2026-04-12,99381761,122398,0.123
China,2026-04-13,99381761,122398,0.123
China,2026-04-14,99381761,122398,0.123
China,2026-04-15,99381761,122398,0.123
China,2026-04-16,99381761,122398,0.123
China,2026-04-17,99381761,122398,0.123
China,2026-04-18,99381761,122398,0.123
China,2026-04-19,99381761,122398,0.123
China,2026-04-20,99381761,122398,0.123
China,2026-04-21,99381761,122398,0.123
China,2026-04-22,99381761,122398,0.123
China,2026-04-23,99381761,122398,0.123
China,2026-04-24,99381761,122398,0.123
China,2026-04-25,99381761,122398,0.123
China,2026-04-26,99381761,122398,0.123
China,2026-04-27,99381761,122398,0.123
China,2026-04-28,99381761,122398,0.123
China,2026-04-29,99381761,122398,0.123
China,2026-04-30,99381761,122398,0.123
China,2026-05-01,99381761,122398,0.123
China,2026-05-02,99381761,122398,0.123
China,2026-05-03,99381761,122398,0.123
China,2026-05-04,99381761,122398,0.123
China,2026-05-05,99381761,122398,0.123
China,2026-05-06,99381761,122398,0.123
China,2026-05-07,99381761,122398,0.123
China,2026-05-08,99381761,122398,0.123
China,2026-05-09,99381761,122398,0.123
China,2026-05-10,99381761,122398,0.123
China,2026-05-11,99381761,122398,0.123
China,2026-05-12,99381761,122398,0.123
China,2026-05-13,99381761,122398,0.123
China,2026-05-14,99381761,122398,0.123
China,2026-05-15,99381761,122398,0.123
China,2026-05-16,99381761,122398,0.123
China,2026-05-17,99381761,122398,0.123
China,2026-05-18,99381761,122398,0.123
China,2026-05-19,99381761,122398,0.123
China,2026-05-20,99381761,122398,0.123
China,2026-05-21,99381761,122398,0.123
China,2026-05-22,99381761,122398,0.123
China,2026-05-23,99381761,122398,0.123
China,2026-05-24,99381761,122398,0.123
China,2026-05-25,99381761,122398,0.123
China,2026-05-26,99381761,122398,0.123
China,2026-05-27,99381761,122398,0.123
China,2026-05-28,99381761,122398,0.123
China,2026-05-29,99381761,122398,0.123
China,2026-05-30,99381761,122398,0.123
China,2026-05-31,99381761,122398,0.123
China,2026-06-01,99381761,122398,0.123
China,2026-06-02,99381761,122398,0.123
China,2026-06-03,99381761,122398,0.123
China,2026-06-04,99381761,122398,0.123
China,2026-06-05,99381761,122398,0.123
China,2026-06-06,99381761,122398,0.123
China,2026-06-07,99381761,122398,0.123
China,2026-06-08,99381761,122398,0.123
China,2026-06-09,99381761,122398,0.123
China,2026-06-10,99381761,122398,0.123
China,2026-06-11,99381761,122398,0.123
China,2026-06-12,99381761,122398,0.123
China,2026-06-13,99381761,122398,0.123
China,2026-06-14,99381761,122398,0.123
China,2026-06-15,99381761,122398,0.123
China,2026-06-16,99381761,122398,0.123
China,2026-06-17,99381761,122398,0.123
China,2026-06-18,99381761,122398,0.123
China,2026-06-19,99381761,122398,0.123
China,2026-06-20,99381761,122398,0.123
China,2026-06-21,99381761,122398,0.123
China,2026-06-22,99381761,122398,0.123
China,2026-06-23,99381761,122398,0.123
China,2026-06-24,99381761,122398,0.123
China,2026-06-25,99381761,122398,0.123
China,2026-06-26,99381761,122398,0.123
China,2026-06-27,99381761,122398,0.123
China,2026-06-28,99381761,122398,0.123
China,2026-06-29,99381761,122398,0.123
China,2026-06-30,99381761,122398,0.123
China,2026-07-01,99381761,122398,0.123
China,2026-07-02,99381761,122398,0.123
China,2026-07-03,99381761,122398,0.123
China,2026-07-04,99381761,122398,0.123
China,2026-07-05,99381761,122398,0.123
China,2026-07-06,99381761,122398,0.123
China,2026-07-07,99381761,122398,0.123
China,2026-07-08,99381761,122398,0.123
China,2026-07-09,99381761,122398,0.123
China,2026-07-10,99381761,122398,0.123
China,2026-07-11,99381761,122398,0.123
China,2026-07-12,99381761,122398,0.123
China,2026-07-13,99381761,122398,0.123
China,2026-07-14,99381761,122398,0.123
China,2026-07-15,99381761,122398,0.123
China,2026-07-16,99381761,122398,0.123
China,2026-07-17,99381761,122398,0.123
China,2026-07-18,99381761,122398,0.123
China,2026-07-19,99381761,122398,0.123
